ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_Children,Age,Total_Spending,Total_Purchases,Education_enc,Marital_Status_enc,Country_enc,Age_Group,Has_Children,Online_Purchases,Store_Purchases
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS,1,39,18.0,3,0.0,2.0,3.0,Younger,1,1,2
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,2,50,140.0,7,0.0,1.0,0.0,Younger,1,3,4
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,46,36.0,4,4.0,1.0,0.0,Younger,1,1,3
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP,0,51,1435.0,15,3.0,2.0,0.0,Younger,0,7,8
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS,1,36,131.0,7,0.0,2.0,3.0,Younger,1,3,4
1081,1957,Phd,Married,75283.0,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,3,68,1019.0,14,1.0,2.0,6.0,Older,1,9,5
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS,2,69,97.0,6,3.0,3.0,3.0,Older,1,3,3
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS,1,73,884.0,20,0.0,1.0,3.0,Older,1,10,10
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,0,69,2352.0,23,3.0,2.0,6.0,Older,0,11,12
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,1,51,369.0,11,0.0,2.0,0.0,Younger,1,6,5
7807,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,1,51,369.0,11,0.0,2.0,0.0,Younger,1,6,5
7532,1980,Graduation,Married,43586.0,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER,1,45,132.0,7,0.0,2.0,4.0,Younger,1,3,4
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP,1,51,296.0,10,0.0,1.0,0.0,Younger,1,8,2
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS,1,56,1338.0,18,0.0,3.0,3.0,Younger,1,12,6
3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA,1,62,608.0,17,3.0,3.0,1.0,Older,1,9,8
3091,1981,2N Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,1,44,823.0,20,2.0,3.0,6.0,Younger,1,12,8
762,1981,2N Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,1,44,823.0,20,2.0,3.0,0.0,Younger,1,12,8
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US,0,37,1621.0,14,3.0,1.0,2.0,Younger,0,7,7
4376,1960,2N Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP,0,65,93.0,6,2.0,1.0,0.0,Older,0,3,3
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,0,37,1198.0,17,0.0,2.0,6.0,Younger,0,7,10
486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,0,37,1198.0,17,0.0,2.0,1.0,Younger,0,7,10
1158,1966,Graduation,Divorced,48877.0,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,1,59,144.0,7,0.0,0.0,0.0,Younger,1,3,4
9119,1950,Graduation,Together,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US,1,75,392.0,13,0.0,3.0,2.0,Older,1,6,7
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP,1,61,1068.0,24,0.0,2.0,0.0,Older,1,11,13
10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IND,0,72,421.0,17,0.0,0.0,5.0,Older,0,13,4
10140,1983,Phd,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IND,0,42,1727.0,16,1.0,3.0,5.0,Younger,0,12,4
2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA,2,63,114.0,6,0.0,1.0,1.0,Older,1,3,3
8420,1970,2N Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,0,55,64.0,6,2.0,2.0,0.0,Younger,0,2,4
10065,1970,2N Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,0,55,64.0,6,2.0,2.0,0.0,Younger,0,2,4
1029,1970,Phd,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP,1,55,279.0,11,1.0,3.0,0.0,Younger,1,6,5
4207,1981,Phd,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP,0,44,1298.0,24,1.0,2.0,0.0,Younger,0,13,11
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP,1,64,42.0,4,0.0,1.0,0.0,Older,1,1,3
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,0,49,137.0,7,0.0,1.0,0.0,Younger,0,3,4
2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,0,49,137.0,7,0.0,1.0,0.0,Younger,0,3,4
6281,1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP,1,59,982.0,14,0.0,0.0,0.0,Younger,1,9,5
10390,1959,2N Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP,1,66,30.0,4,2.0,2.0,0.0,Older,1,1,3
2574,1977,Phd,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP,1,48,1230.0,18,1.0,2.0,0.0,Younger,1,10,8
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA,1,73,1103.0,15,0.0,0.0,6.0,Older,1,4,11
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP,0,63,1932.0,15,0.0,3.0,0.0,Older,0,7,8
8486,1971,Master,Together,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP,1,54,367.0,13,3.0,3.0,0.0,Younger,1,9,4
10343,1991,2N Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND,0,34,1345.0,17,2.0,1.0,5.0,Younger,0,9,8
6652,1965,Graduation,Married,77343.0,0,0,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA,0,60,1134.0,16,0.0,2.0,1.0,Older,0,7,9
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP,1,36,1188.0,17,0.0,2.0,0.0,Younger,1,7,10
4686,1962,Phd,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP,0,63,1686.0,24,1.0,4.0,0.0,Older,0,11,13
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP,1,71,198.0,8,3.0,3.0,0.0,Older,1,3,5
4338,1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP,1,42,44.0,4,0.0,1.0,0.0,Younger,1,1,3
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP,1,53,61.0,5,0.0,2.0,0.0,Younger,1,2,3
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP,1,55,57.0,5,0.0,1.0,0.0,Younger,1,1,4
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP,1,45,71.0,5,0.0,2.0,0.0,Younger,1,2,3
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,3,58,37.0,5,0.0,2.0,0.0,Younger,1,2,3
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,3,58,37.0,5,0.0,2.0,0.0,Younger,1,2,3
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA,1,68,405.0,13,0.0,2.0,1.0,Older,1,7,6
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP,1,67,599.0,15,0.0,3.0,0.0,Older,1,8,7
10736,1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA,1,54,1525.0,20,0.0,1.0,1.0,Younger,1,15,5
10163,1984,Phd,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP,0,41,1323.0,19,1.0,1.0,0.0,Younger,0,12,7
6168,1963,Graduation,Divorced,45146.0,1,1,2013-07-15,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND,2,62,53.0,4,0.0,0.0,5.0,Older,1,2,2
4656,1990,2N Cycle,Single,51250.0,1,0,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,SA,1,35,710.0,19,2.0,1.0,6.0,Younger,1,15,4
626,1951,Graduation,Married,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US,2,74,43.0,4,0.0,2.0,2.0,Older,1,1,3
3870,1978,2N Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER,0,47,1006.0,23,2.0,3.0,4.0,Younger,0,10,13
6299,1968,Phd,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA,1,57,813.0,18,1.0,0.0,1.0,Younger,1,14,4
7798,1972,2N Cycle,Together,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA,1,53,429.0,13,2.0,3.0,1.0,Younger,1,8,5
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP,2,62,490.0,16,0.0,2.0,0.0,Older,1,8,8
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP,1,65,1825.0,27,0.0,3.0,0.0,Older,1,22,5
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP,2,48,473.0,12,0.0,1.0,0.0,Younger,1,9,3
9931,1963,Phd,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP,2,62,9.0,0,1.0,2.0,0.0,Older,1,0,0
6679,1966,Graduation,Single,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP,0,59,16.0,3,0.0,1.0,0.0,Younger,0,0,3
5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP,1,47,57.0,4,0.0,2.0,0.0,Younger,1,1,3
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS,1,73,334.0,12,3.0,3.0,3.0,Older,1,5,7
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS,1,68,507.0,16,0.0,4.0,3.0,Older,1,6,10
7828,1981,Master,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA,0,44,818.0,11,3.0,3.0,6.0,Younger,0,6,5
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US,0,65,1004.0,27,0.0,3.0,2.0,Older,0,17,10
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP,1,62,1138.0,26,0.0,3.0,0.0,Older,1,14,12
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP,0,34,2510.625,17,3.0,1.0,0.0,Younger,0,7,10
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA,0,34,2510.625,17,3.0,1.0,6.0,Younger,0,7,10
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS,0,77,1076.0,15,0.0,3.0,3.0,Older,0,11,4
6357,1959,2N Cycle,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA,1,66,491.0,15,2.0,0.0,6.0,Older,1,8,7
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US,0,73,29.0,4,4.0,3.0,2.0,Older,0,1,3
3578,1949,Graduation,Divorced,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP,1,76,236.0,10,0.0,0.0,0.0,Older,1,4,6
153,1953,Graduation,Divorced,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP,0,72,46.0,4,0.0,0.0,0.0,Older,0,1,3
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA,1,62,795.0,18,3.0,0.0,1.0,Older,1,13,5
1518,1965,Master,Married,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP,2,60,749.0,19,3.0,2.0,0.0,Older,1,12,7
2036,1973,Phd,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND,1,52,401.0,14,1.0,3.0,5.0,Younger,1,6,8
9495,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,0,43,1149.0,16,0.0,3.0,0.0,Younger,0,10,6
2631,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,0,43,1149.0,16,0.0,3.0,0.0,Younger,0,10,6
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER,1,66,863.0,26,0.0,2.0,4.0,Older,1,13,13
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP,0,65,343.0,10,0.0,3.0,0.0,Older,0,6,4
4406,1970,Graduation,Together,67419.0,0,1,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA,1,55,1471.0,21,0.0,3.0,1.0,Younger,1,13,8
10061,1950,Graduation,Married,59462.0,0,1,2013-01-05,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US,1,75,1088.0,23,0.0,2.0,2.0,Older,1,11,12
10619,1994,Graduation,Single,95529.0,0,0,2012-12-03,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA,0,31,1990.0,17,0.0,1.0,6.0,Younger,0,10,7
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP,0,72,1210.0,26,0.0,4.0,0.0,Older,0,14,12
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP,0,45,74.0,5,4.0,2.0,0.0,Younger,0,2,3
4023,1970,Graduation,Married,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP,1,55,115.0,7,0.0,2.0,0.0,Younger,1,5,2
7922,1951,Phd,Single,64950.0,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA,1,74,966.0,23,1.0,1.0,6.0,Older,1,13,10
10699,1985,Graduation,Married,44322.0,1,0,2014-06-16,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA,1,40,92.0,6,0.0,2.0,6.0,Younger,1,3,3
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER,1,42,45.0,5,0.0,2.0,4.0,Younger,1,2,3
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP,1,42,45.0,5,0.0,2.0,0.0,Younger,1,2,3
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA,1,48,761.0,18,0.0,1.0,1.0,Younger,1,13,5
2186,1977,2N Cycle,Together,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP,0,48,2257.0,21,2.0,3.0,0.0,Younger,0,15,6
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER,0,30,960.0,23,0.0,1.0,4.0,Younger,0,11,12
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US,1,47,1453.0,18,0.0,0.0,2.0,Younger,1,7,11
2625,1954,2N Cycle,Single,42607.0,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA,1,71,350.0,12,2.0,1.0,6.0,Older,1,5,7
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP,1,50,266.0,11,0.0,2.0,0.0,Younger,1,6,5
5534,1975,Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP,1,50,224.0,8,3.0,2.0,0.0,Younger,1,5,3
6859,1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP,1,38,99.0,7,0.0,1.0,0.0,Younger,1,4,3
271,1969,Graduation,Widow,40590.0,1,1,2013-10-02,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,2,56,258.0,10,0.0,4.0,1.0,Younger,1,7,3
7699,1969,Graduation,Widow,40590.0,1,1,2013-10-02,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,2,56,258.0,10,0.0,4.0,1.0,Younger,1,7,3
7832,1959,Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP,1,66,1526.0,22,3.0,2.0,0.0,Older,1,15,7
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP,2,44,87.0,5,0.0,2.0,0.0,Younger,1,3,2
7873,1973,Phd,Together,63516.0,1,1,2013-07-06,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA,2,52,300.0,12,1.0,3.0,1.0,Younger,1,5,7
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US,2,51,447.0,14,0.0,0.0,2.0,Younger,1,7,7
1087,1975,Master,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP,1,50,173.0,7,3.0,3.0,0.0,Younger,1,5,2
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP,0,43,1772.0,18,0.0,2.0,0.0,Younger,0,11,7
3762,1986,Phd,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA,0,39,925.0,16,1.0,1.0,6.0,Younger,0,8,8
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS,0,59,1093.0,20,0.0,0.0,3.0,Younger,0,10,10
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA,2,59,433.0,14,0.0,1.0,6.0,Younger,1,6,8
4168,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP,2,59,433.0,14,0.0,1.0,0.0,Younger,1,6,8
6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,2,59,90.0,7,3.0,2.0,6.0,Younger,1,4,3
10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND,1,42,156.0,7,0.0,2.0,5.0,Younger,1,3,4
3220,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER,1,42,156.0,7,0.0,2.0,4.0,Younger,1,3,4
5424,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA,1,42,156.0,7,0.0,2.0,6.0,Younger,1,3,4
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP,1,62,825.0,21,3.0,1.0,0.0,Older,1,8,13
5289,1975,2N Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS,2,50,72.0,4,2.0,1.0,3.0,Younger,1,2,2
347,1976,Graduation,Divorced,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA,1,49,377.0,13,0.0,0.0,1.0,Younger,1,8,5
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP,1,46,2194.0,20,0.0,3.0,0.0,Younger,1,12,8
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP,1,40,401.0,13,0.0,1.0,0.0,Younger,1,7,6
477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP,0,39,2157.0,21,0.0,2.0,0.0,Younger,0,11,10
7411,1964,Phd,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,2,61,17.0,4,1.0,2.0,6.0,Older,1,1,3
3107,1976,Graduation,Together,71322.0,0,1,2014-05-02,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS,1,49,350.0,12,0.0,3.0,3.0,Younger,1,5,7
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS,1,37,29.0,5,0.0,1.0,3.0,Younger,1,1,4
255,1951,Graduation,Divorced,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP,2,74,21.0,4,0.0,0.0,0.0,Older,1,1,3
3790,1956,Graduation,Together,34633.0,2,1,2014-01-23,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA,3,69,15.0,3,0.0,3.0,6.0,Older,1,1,2
749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,SP,1,44,145.0,7,0.0,3.0,0.0,Younger,1,4,3
1503,1976,Phd,Together,117416.25,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP,2,49,107.0,1,1.0,3.0,0.0,Younger,1,0,1
